bib,name,status,category,sex,country,Hell-Bourg,Merles,Sen. Scout,Aurère,Deux Bras,Dos d'Ane,Ratinaud,Possession,Chaloupe,Colorado,La Vigie,St Denis
3597,Guillaume DARCEL,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:57:17.000+04:00,2025-10-17T04:23:20.000+04:00,2025-10-17T05:57:21.000+04:00,2025-10-17T06:58:35.000+04:00,2025-10-17T08:31:29.000+04:00,2025-10-17T08:57:35.000+04:00,2025-10-17T10:42:12.000+04:00,2025-10-17T12:22:16.000+04:00,2025-10-17T14:47:07.000+04:00,2025-10-17T15:23:18.000+04:00,2025-10-17T15:52:38.000+04:00
3523,Fabien MARIEZ,FINISHER,M3 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:35:13.000+04:00,2025-10-17T03:57:20.000+04:00,2025-10-17T05:29:32.000+04:00,2025-10-17T06:35:57.000+04:00,2025-10-17T08:07:42.000+04:00,2025-10-17T08:33:55.000+04:00,2025-10-17T10:25:34.000+04:00,2025-10-17T11:53:43.000+04:00,2025-10-17T14:42:54.000+04:00,2025-10-17T15:21:53.000+04:00,2025-10-17T15:53:15.000+04:00
4274,Yann UYTTENHOVE,FINISHER,M1 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:44:15.000+04:00,2025-10-17T04:11:37.000+04:00,2025-10-17T05:45:57.000+04:00,2025-10-17T06:52:31.000+04:00,2025-10-17T08:33:24.000+04:00,2025-10-17T09:02:44.000+04:00,2025-10-17T10:47:08.000+04:00,2025-10-17T12:26:17.000+04:00,2025-10-17T14:47:47.000+04:00,2025-10-17T15:23:37.000+04:00,2025-10-17T15:53:16.000+04:00
3596,Romain SAINT-ALME,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:11:08.000+04:00,2025-10-17T04:50:48.000+04:00,2025-10-17T06:18:30.000+04:00,2025-10-17T07:23:13.000+04:00,2025-10-17T08:59:30.000+04:00,2025-10-17T09:26:14.000+04:00,2025-10-17T10:59:58.000+04:00,2025-10-17T12:28:25.000+04:00,2025-10-17T14:46:41.000+04:00,2025-10-17T15:24:34.000+04:00,2025-10-17T15:53:19.000+04:00
4048,Arthur FROMENTIN,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:40:55.000+04:00,2025-10-17T04:03:10.000+04:00,2025-10-17T05:38:53.000+04:00,2025-10-17T06:45:39.000+04:00,2025-10-17T08:25:30.000+04:00,2025-10-17T08:53:48.000+04:00,2025-10-17T10:36:51.000+04:00,2025-10-17T12:13:29.000+04:00,2025-10-17T14:30:09.000+04:00,2025-10-17T15:14:16.000+04:00,2025-10-17T15:54:44.000+04:00
3913,Valentin BAHIER,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:18:55.000+04:00,2025-10-17T04:41:29.000+04:00,2025-10-17T06:27:29.000+04:00,2025-10-17T07:42:49.000+04:00,2025-10-17T09:21:00.000+04:00,2025-10-17T09:48:38.000+04:00,2025-10-17T11:28:14.000+04:00,2025-10-17T13:02:32.000+04:00,2025-10-17T14:55:34.000+04:00,2025-10-17T15:29:17.000+04:00,2025-10-17T15:55:27.000+04:00
4159,Fabien CHEREAU,FINISHER,M2 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:58:17.000+04:00,2025-10-17T04:22:26.000+04:00,2025-10-17T05:57:19.000+04:00,2025-10-17T07:02:34.000+04:00,2025-10-17T08:52:25.000+04:00,2025-10-17T09:18:32.000+04:00,2025-10-17T10:53:13.000+04:00,2025-10-17T12:43:58.000+04:00,2025-10-17T14:54:15.000+04:00,2025-10-17T15:26:47.000+04:00,2025-10-17T15:55:28.000+04:00
3947,Emmanuel CHENEDE,FINISHER,M2 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:58:19.000+04:00,2025-10-17T04:22:30.000+04:00,2025-10-17T05:57:16.000+04:00,2025-10-17T07:02:31.000+04:00,2025-10-17T08:52:25.000+04:00,2025-10-17T09:18:33.000+04:00,2025-10-17T10:53:42.000+04:00,2025-10-17T12:43:47.000+04:00,2025-10-17T14:54:13.000+04:00,2025-10-17T15:26:45.000+04:00,2025-10-17T15:55:29.000+04:00
3333,Brahim ALILI,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:07:32.000+04:00,2025-10-17T04:36:46.000+04:00,2025-10-17T06:15:47.000+04:00,2025-10-17T07:21:32.000+04:00,2025-10-17T08:58:40.000+04:00,2025-10-17T09:26:06.000+04:00,2025-10-17T11:07:01.000+04:00,2025-10-17T12:33:42.000+04:00,2025-10-17T14:49:49.000+04:00,2025-10-17T15:24:37.000+04:00,2025-10-17T15:55:31.000+04:00
4311,William LAMARCHE,FINISHER,SE H,MALE,BE,2025-10-17T01:09:59.000+04:00,2025-10-17T04:25:08.000+04:00,2025-10-17T04:51:14.000+04:00,2025-10-17T06:33:10.000+04:00,2025-10-17T07:40:34.000+04:00,2025-10-17T09:21:05.000+04:00,2025-10-17T09:48:22.000+04:00,2025-10-17T11:18:00.000+04:00,2025-10-17T12:57:10.000+04:00,2025-10-17T15:00:30.000+04:00,2025-10-17T15:31:10.000+04:00,2025-10-17T15:55:38.000+04:00
4342,Arnaud FELDEN,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:46:14.000+04:00,2025-10-17T04:10:14.000+04:00,2025-10-17T05:41:01.000+04:00,2025-10-17T06:41:47.000+04:00,2025-10-17T08:18:22.000+04:00,2025-10-17T08:42:05.000+04:00,2025-10-17T10:28:42.000+04:00,2025-10-17T12:14:02.000+04:00,2025-10-17T14:53:56.000+04:00,2025-10-17T15:27:58.000+04:00,2025-10-17T15:56:10.000+04:00
4350,Antoine PATTYN,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:33:27.000+04:00,2025-10-17T03:54:57.000+04:00,2025-10-17T05:19:56.000+04:00,2025-10-17T06:23:02.000+04:00,2025-10-17T07:57:19.000+04:00,2025-10-17T08:26:49.000+04:00,2025-10-17T10:26:46.000+04:00,2025-10-17T12:12:51.000+04:00,2025-10-17T14:39:15.000+04:00,2025-10-17T15:21:20.000+04:00,2025-10-17T15:56:35.000+04:00
3277,Gianni MAILLOT,FINISHER,M1 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:44:36.000+04:00,2025-10-17T04:06:22.000+04:00,2025-10-17T05:41:28.000+04:00,2025-10-17T06:53:44.000+04:00,2025-10-17T08:31:51.000+04:00,2025-10-17T08:58:45.000+04:00,2025-10-17T10:39:57.000+04:00,2025-10-17T12:30:34.000+04:00,2025-10-17T14:48:46.000+04:00,2025-10-17T15:24:53.000+04:00,2025-10-17T15:56:47.000+04:00
4012,Victor FELTZ,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:29:56.000+04:00,2025-10-17T04:53:56.000+04:00,2025-10-17T06:28:40.000+04:00,2025-10-17T07:38:37.000+04:00,2025-10-17T09:11:45.000+04:00,2025-10-17T09:39:34.000+04:00,2025-10-17T11:28:20.000+04:00,2025-10-17T12:55:00.000+04:00,2025-10-17T14:54:17.000+04:00,2025-10-17T15:27:42.000+04:00,2025-10-17T15:57:20.000+04:00
3248,Louka KOWALCZYK,FINISHER,ES H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:40:27.000+04:00,2025-10-17T04:04:38.000+04:00,2025-10-17T05:33:27.000+04:00,2025-10-17T06:53:31.000+04:00,2025-10-17T08:25:47.000+04:00,2025-10-17T08:53:49.000+04:00,2025-10-17T11:08:55.000+04:00,2025-10-17T12:38:41.000+04:00,2025-10-17T14:45:21.000+04:00,2025-10-17T15:24:06.000+04:00,2025-10-17T15:57:36.000+04:00
3715,Adrien MICLARD,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:43:43.000+04:00,2025-10-17T04:07:44.000+04:00,2025-10-17T05:42:16.000+04:00,2025-10-17T06:56:09.000+04:00,2025-10-17T08:25:49.000+04:00,2025-10-17T08:57:28.000+04:00,2025-10-17T10:43:17.000+04:00,2025-10-17T12:24:26.000+04:00,2025-10-17T14:39:42.000+04:00,2025-10-17T15:22:51.000+04:00,2025-10-17T15:57:49.000+04:00
3309,Miarivola RAKOTONINDRINA,FINISHER,M0 F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:08:46.000+04:00,2025-10-17T04:36:17.000+04:00,2025-10-17T06:15:49.000+04:00,2025-10-17T07:22:13.000+04:00,2025-10-17T08:54:00.000+04:00,2025-10-17T09:27:02.000+04:00,2025-10-17T11:06:10.000+04:00,2025-10-17T12:51:19.000+04:00,2025-10-17T14:49:52.000+04:00,2025-10-17T15:28:03.000+04:00,2025-10-17T15:58:00.000+04:00
4255,Jean TURQUET,FINISHER,M4 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:58:15.000+04:00,2025-10-17T04:22:25.000+04:00,2025-10-17T06:01:11.000+04:00,2025-10-17T07:09:59.000+04:00,2025-10-17T08:53:18.000+04:00,2025-10-17T09:19:18.000+04:00,2025-10-17T11:04:14.000+04:00,2025-10-17T12:41:52.000+04:00,2025-10-17T14:52:48.000+04:00,2025-10-17T15:28:01.000+04:00,2025-10-17T15:58:03.000+04:00
3088,Mathieu VILLENAVE,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:00:47.000+04:00,2025-10-17T04:28:16.000+04:00,2025-10-17T05:59:24.000+04:00,2025-10-17T07:05:27.000+04:00,2025-10-17T08:47:09.000+04:00,2025-10-17T09:14:18.000+04:00,2025-10-17T11:10:37.000+04:00,2025-10-17T12:36:28.000+04:00,2025-10-17T14:58:17.000+04:00,2025-10-17T15:33:40.000+04:00,2025-10-17T15:58:17.000+04:00
3914,Leo THUILLIER,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:39:51.000+04:00,2025-10-17T04:03:40.000+04:00,2025-10-17T05:33:22.000+04:00,2025-10-17T06:46:57.000+04:00,2025-10-17T08:24:21.000+04:00,2025-10-17T08:52:28.000+04:00,2025-10-17T10:37:46.000+04:00,2025-10-17T12:25:32.000+04:00,2025-10-17T14:46:38.000+04:00,2025-10-17T15:27:22.000+04:00,2025-10-17T15:59:08.000+04:00
3784,Florent LAFOLIE,FINISHER,M0 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:06:57.000+04:00,2025-10-17T04:34:37.000+04:00,2025-10-17T06:06:56.000+04:00,2025-10-17T07:11:46.000+04:00,2025-10-17T08:47:22.000+04:00,2025-10-17T09:14:22.000+04:00,2025-10-17T10:53:11.000+04:00,2025-10-17T12:43:48.000+04:00,2025-10-17T14:53:13.000+04:00,2025-10-17T15:27:24.000+04:00,2025-10-17T15:59:30.000+04:00
3574,Léandre FAZIO,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:02:17.000+04:00,2025-10-17T04:29:03.000+04:00,2025-10-17T06:03:05.000+04:00,2025-10-17T07:03:52.000+04:00,2025-10-17T08:52:37.000+04:00,2025-10-17T09:16:42.000+04:00,2025-10-17T11:10:30.000+04:00,2025-10-17T12:42:59.000+04:00,2025-10-17T14:50:14.000+04:00,2025-10-17T15:28:49.000+04:00,2025-10-17T16:00:01.000+04:00
3830,Franck FONTEYRAUD,FINISHER,M4 H,MALE,CA,2025-10-17T00:59:59.000+04:00,2025-10-17T03:39:30.000+04:00,2025-10-17T04:02:38.000+04:00,2025-10-17T05:37:19.000+04:00,2025-10-17T06:49:23.000+04:00,2025-10-17T08:30:57.000+04:00,2025-10-17T09:00:25.000+04:00,2025-10-17T10:52:22.000+04:00,2025-10-17T12:30:40.000+04:00,2025-10-17T14:44:28.000+04:00,2025-10-17T15:23:14.000+04:00,2025-10-17T16:00:10.000+04:00
3895,Ophélie TAILLEUR,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:49:17.000+04:00,2025-10-17T04:19:44.000+04:00,2025-10-17T06:05:06.000+04:00,2025-10-17T07:06:41.000+04:00,2025-10-17T08:32:37.000+04:00,2025-10-17T08:56:41.000+04:00,2025-10-17T10:40:59.000+04:00,2025-10-17T12:44:22.000+04:00,2025-10-17T14:59:40.000+04:00,2025-10-17T15:32:22.000+04:00,2025-10-17T16:02:17.000+04:00
4356,Martin DESRUELLES,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:40:02.000+04:00,2025-10-17T04:03:52.000+04:00,2025-10-17T05:33:07.000+04:00,2025-10-17T06:38:08.000+04:00,2025-10-17T08:16:01.000+04:00,2025-10-17T08:44:09.000+04:00,2025-10-17T11:00:36.000+04:00,2025-10-17T12:39:18.000+04:00,2025-10-17T14:53:10.000+04:00,2025-10-17T15:28:16.000+04:00,2025-10-17T16:03:09.000+04:00
3809,Sébastien MAISON,FINISHER,M2 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:41:12.000+04:00,2025-10-17T04:07:36.000+04:00,2025-10-17T05:35:43.000+04:00,2025-10-17T06:47:19.000+04:00,2025-10-17T08:23:22.000+04:00,2025-10-17T08:50:49.000+04:00,2025-10-17T10:36:17.000+04:00,2025-10-17T12:24:58.000+04:00,2025-10-17T14:52:52.000+04:00,2025-10-17T15:29:38.000+04:00,2025-10-17T16:03:14.000+04:00
3598,Fabien LE ROCH,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:52:14.000+04:00,2025-10-17T04:23:07.000+04:00,2025-10-17T05:56:11.000+04:00,2025-10-17T07:13:21.000+04:00,2025-10-17T08:45:25.000+04:00,2025-10-17T09:10:57.000+04:00,2025-10-17T11:05:50.000+04:00,2025-10-17T12:57:14.000+04:00,2025-10-17T14:55:58.000+04:00,2025-10-17T15:29:58.000+04:00,2025-10-17T16:03:15.000+04:00
3645,Florence PIERREL,FINISHER,M0 F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:43:53.000+04:00,2025-10-17T04:06:15.000+04:00,2025-10-17T05:37:29.000+04:00,2025-10-17T06:43:13.000+04:00,2025-10-17T08:14:14.000+04:00,2025-10-17T08:41:00.000+04:00,2025-10-17T10:48:11.000+04:00,2025-10-17T12:39:32.000+04:00,2025-10-17T14:53:17.000+04:00,2025-10-17T15:29:31.000+04:00,2025-10-17T16:03:44.000+04:00
4207,Martin CHAUVOIS,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:00:48.000+04:00,2025-10-17T04:23:09.000+04:00,2025-10-17T05:54:40.000+04:00,2025-10-17T06:52:37.000+04:00,2025-10-17T08:18:29.000+04:00,2025-10-17T08:42:07.000+04:00,2025-10-17T10:28:09.000+04:00,2025-10-17T11:52:55.000+04:00,2025-10-17T13:53:14.000+04:00,2025-10-17T14:47:55.000+04:00,2025-10-17T16:03:57.000+04:00
3778,Amaury BILLET,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:07:15.000+04:00,2025-10-17T04:34:42.000+04:00,2025-10-17T06:08:50.000+04:00,2025-10-17T07:15:16.000+04:00,2025-10-17T08:47:12.000+04:00,2025-10-17T09:23:59.000+04:00,2025-10-17T11:16:35.000+04:00,2025-10-17T12:36:40.000+04:00,2025-10-17T14:51:58.000+04:00,2025-10-17T15:28:21.000+04:00,2025-10-17T16:04:19.000+04:00
3874,Robin FRANTZ,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:19:45.000+04:00,2025-10-17T04:46:35.000+04:00,2025-10-17T06:19:23.000+04:00,2025-10-17T07:20:11.000+04:00,2025-10-17T08:52:47.000+04:00,2025-10-17T09:18:03.000+04:00,2025-10-17T10:47:01.000+04:00,2025-10-17T12:50:43.000+04:00,2025-10-17T15:05:08.000+04:00,2025-10-17T15:40:17.000+04:00,2025-10-17T16:05:03.000+04:00
4257,Ayoub CHAH,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:05:49.000+04:00,2025-10-17T04:35:06.000+04:00,2025-10-17T06:12:23.000+04:00,2025-10-17T07:16:13.000+04:00,2025-10-17T09:01:39.000+04:00,2025-10-17T09:31:37.000+04:00,2025-10-17T11:17:07.000+04:00,2025-10-17T12:59:58.000+04:00,2025-10-17T15:09:04.000+04:00,2025-10-17T15:40:14.000+04:00,2025-10-17T16:05:03.000+04:00
3010,Vivien PINEAU,FINISHER,M1 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:45:08.000+04:00,2025-10-17T04:07:33.000+04:00,2025-10-17T05:38:32.000+04:00,2025-10-17T06:42:07.000+04:00,2025-10-17T08:25:26.000+04:00,2025-10-17T08:54:08.000+04:00,2025-10-17T10:51:14.000+04:00,2025-10-17T12:32:37.000+04:00,2025-10-17T14:57:02.000+04:00,2025-10-17T15:34:26.000+04:00,2025-10-17T16:05:40.000+04:00
4127,Marie PELLEAU,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:53:28.000+04:00,2025-10-17T04:17:34.000+04:00,2025-10-17T05:50:45.000+04:00,2025-10-17T06:57:25.000+04:00,2025-10-17T08:31:39.000+04:00,2025-10-17T08:59:53.000+04:00,2025-10-17T10:54:35.000+04:00,2025-10-17T12:35:36.000+04:00,2025-10-17T14:48:52.000+04:00,2025-10-17T15:28:19.000+04:00,2025-10-17T16:05:55.000+04:00
3454,Maxime GERBET,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:25:05.000+04:00,2025-10-17T04:50:00.000+04:00,2025-10-17T06:25:57.000+04:00,2025-10-17T07:42:26.000+04:00,2025-10-17T09:17:17.000+04:00,2025-10-17T09:44:01.000+04:00,2025-10-17T11:38:06.000+04:00,2025-10-17T13:00:25.000+04:00,2025-10-17T15:09:29.000+04:00,2025-10-17T15:41:06.000+04:00,2025-10-17T16:06:20.000+04:00
3339,Marie CHORGNON,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:57:14.000+04:00,2025-10-17T04:21:35.000+04:00,2025-10-17T05:57:07.000+04:00,2025-10-17T07:00:11.000+04:00,2025-10-17T08:31:43.000+04:00,2025-10-17T09:02:40.000+04:00,2025-10-17T10:47:06.000+04:00,2025-10-17T12:34:02.000+04:00,2025-10-17T14:56:51.000+04:00,2025-10-17T15:33:28.000+04:00,2025-10-17T16:06:47.000+04:00
3205,Yanis Jean MOUTIEN,FINISHER,M2 H,MALE,RE,2025-10-17T00:59:59.000+04:00,2025-10-17T04:05:26.000+04:00,2025-10-17T04:34:10.000+04:00,2025-10-17T06:11:26.000+04:00,2025-10-17T07:13:55.000+04:00,2025-10-17T08:45:25.000+04:00,2025-10-17T09:10:57.000+04:00,2025-10-17T10:48:36.000+04:00,2025-10-17T12:44:36.000+04:00,2025-10-17T15:03:11.000+04:00,2025-10-17T15:40:26.000+04:00,2025-10-17T16:07:09.000+04:00
3762,Mathis GRAVELAT,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:07:44.000+04:00,2025-10-17T04:38:47.000+04:00,2025-10-17T06:10:06.000+04:00,2025-10-17T07:17:55.000+04:00,2025-10-17T08:54:37.000+04:00,2025-10-17T09:20:53.000+04:00,2025-10-17T11:00:34.000+04:00,2025-10-17T12:51:07.000+04:00,2025-10-17T14:58:35.000+04:00,2025-10-17T15:40:54.000+04:00,2025-10-17T16:07:12.000+04:00
4359,Baptiste FARO,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:08:06.000+04:00,2025-10-17T04:38:55.000+04:00,2025-10-17T06:10:15.000+04:00,2025-10-17T07:18:04.000+04:00,2025-10-17T08:54:39.000+04:00,2025-10-17T09:21:25.000+04:00,2025-10-17T11:21:01.000+04:00,2025-10-17T12:51:13.000+04:00,2025-10-17T14:58:32.000+04:00,2025-10-17T15:40:52.000+04:00,2025-10-17T16:07:13.000+04:00
3982,Alexandre LE BARZIC,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:19:00.000+04:00,2025-10-17T04:39:27.000+04:00,2025-10-17T06:14:39.000+04:00,2025-10-17T07:16:08.000+04:00,2025-10-17T08:57:32.000+04:00,2025-10-17T09:24:30.000+04:00,2025-10-17T11:27:19.000+04:00,2025-10-17T12:54:55.000+04:00,2025-10-17T15:08:25.000+04:00,2025-10-17T15:41:16.000+04:00,2025-10-17T16:08:19.000+04:00
3033,Andree Sidonie RANDRIANARIVELO,FINISHER,SE F,FEMALE,MG,2025-10-17T00:59:59.000+04:00,2025-10-17T03:35:33.000+04:00,2025-10-17T03:52:25.000+04:00,2025-10-17T05:16:46.000+04:00,2025-10-17T06:13:06.000+04:00,2025-10-17T07:46:20.000+04:00,2025-10-17T08:12:24.000+04:00,2025-10-17T09:59:41.000+04:00,2025-10-17T12:09:39.000+04:00,2025-10-17T14:23:55.000+04:00,2025-10-17T15:17:21.000+04:00,2025-10-17T16:09:26.000+04:00
3903,Pierre BUREAU,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:30:20.000+04:00,2025-10-17T03:47:36.000+04:00,2025-10-17T05:08:26.000+04:00,2025-10-17T06:07:10.000+04:00,2025-10-17T07:30:22.000+04:00,2025-10-17T08:01:48.000+04:00,2025-10-17T09:59:17.000+04:00,2025-10-17T11:42:56.000+04:00,2025-10-17T14:15:57.000+04:00,2025-10-17T15:17:54.000+04:00,2025-10-17T16:09:38.000+04:00
3216,Elise LEVRAT,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:38:22.000+04:00,2025-10-17T04:00:52.000+04:00,2025-10-17T05:31:31.000+04:00,2025-10-17T06:34:31.000+04:00,2025-10-17T08:12:47.000+04:00,2025-10-17T08:41:49.000+04:00,2025-10-17T10:40:37.000+04:00,2025-10-17T12:37:43.000+04:00,2025-10-17T14:53:19.000+04:00,2025-10-17T15:32:04.000+04:00,2025-10-17T16:10:40.000+04:00
4047,Sam SEPAS,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:12:24.000+04:00,2025-10-17T03:29:53.000+04:00,2025-10-17T04:45:06.000+04:00,2025-10-17T05:38:03.000+04:00,2025-10-17T06:59:54.000+04:00,2025-10-17T07:33:17.000+04:00,2025-10-17T09:36:47.000+04:00,2025-10-17T11:03:32.000+04:00,2025-10-17T13:57:35.000+04:00,2025-10-17T15:44:14.000+04:00,2025-10-17T16:11:14.000+04:00
3113,Anthony RENAUDET,FINISHER,M2 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:37:47.000+04:00,2025-10-17T04:02:28.000+04:00,2025-10-17T05:33:18.000+04:00,2025-10-17T06:39:02.000+04:00,2025-10-17T08:19:02.000+04:00,2025-10-17T08:45:24.000+04:00,2025-10-17T10:36:04.000+04:00,2025-10-17T12:22:55.000+04:00,2025-10-17T14:51:07.000+04:00,2025-10-17T15:33:06.000+04:00,2025-10-17T16:11:39.000+04:00
3626,Hugo RONCIERE,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T03:54:44.000+04:00,2025-10-17T04:19:51.000+04:00,2025-10-17T05:52:46.000+04:00,2025-10-17T06:55:40.000+04:00,2025-10-17T08:21:24.000+04:00,2025-10-17T08:49:09.000+04:00,2025-10-17T10:38:49.000+04:00,2025-10-17T12:22:17.000+04:00,2025-10-17T14:48:29.000+04:00,2025-10-17T15:35:32.000+04:00,2025-10-17T16:11:52.000+04:00
3261,David ROGASIK,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:02:18.000+04:00,2025-10-17T04:32:21.000+04:00,2025-10-17T06:06:46.000+04:00,2025-10-17T07:08:14.000+04:00,2025-10-17T08:45:40.000+04:00,2025-10-17T09:12:36.000+04:00,2025-10-17T10:56:59.000+04:00,2025-10-17T12:48:03.000+04:00,2025-10-17T15:05:02.000+04:00,2025-10-17T15:42:14.000+04:00,2025-10-17T16:12:41.000+04:00
3042,Stéphane HOAREAU,FINISHER,M2 H,MALE,RE,2025-10-17T00:59:59.000+04:00,2025-10-17T03:39:15.000+04:00,2025-10-17T04:02:06.000+04:00,2025-10-17T05:38:57.000+04:00,2025-10-17T06:42:38.000+04:00,2025-10-17T08:20:27.000+04:00,2025-10-17T08:54:32.000+04:00,2025-10-17T10:45:31.000+04:00,2025-10-17T12:35:14.000+04:00,2025-10-17T14:50:35.000+04:00,2025-10-17T15:35:37.000+04:00,2025-10-17T16:13:02.000+04:00
3378,Arnaud LE FLECHER,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:07:04.000+04:00,2025-10-17T04:41:44.000+04:00,2025-10-17T06:12:15.000+04:00,2025-10-17T07:28:19.000+04:00,2025-10-17T09:08:36.000+04:00,2025-10-17T09:33:18.000+04:00,2025-10-17T11:14:05.000+04:00,2025-10-17T12:46:09.000+04:00,2025-10-17T14:56:15.000+04:00,2025-10-17T15:36:55.000+04:00,2025-10-17T16:13:06.000+04:00
3779,Lucas PIGNARD,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:24:19.000+04:00,2025-10-17T04:57:43.000+04:00,2025-10-17T06:39:15.000+04:00,2025-10-17T07:54:24.000+04:00,2025-10-17T09:23:42.000+04:00,2025-10-17T09:51:36.000+04:00,2025-10-17T11:34:42.000+04:00,2025-10-17T13:14:03.000+04:00,2025-10-17T15:17:26.000+04:00,2025-10-17T15:47:28.000+04:00,2025-10-17T16:13:53.000+04:00
4237,Kévin MOUNAVARALY,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:05:40.000+04:00,2025-10-17T04:29:07.000+04:00,2025-10-17T06:10:52.000+04:00,2025-10-17T07:29:53.000+04:00,2025-10-17T09:05:14.000+04:00,2025-10-17T09:40:31.000+04:00,2025-10-17T11:31:21.000+04:00,2025-10-17T13:10:22.000+04:00,2025-10-17T15:11:55.000+04:00,2025-10-17T15:42:57.000+04:00,2025-10-17T16:13:53.000+04:00
3613,Guillaume THIEBAULT,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:53:44.000+04:00,2025-10-17T04:19:46.000+04:00,2025-10-17T05:52:27.000+04:00,2025-10-17T06:55:31.000+04:00,2025-10-17T08:28:48.000+04:00,2025-10-17T08:53:31.000+04:00,2025-10-17T10:43:10.000+04:00,2025-10-17T12:29:05.000+04:00,2025-10-17T14:55:45.000+04:00,2025-10-17T15:42:28.000+04:00,2025-10-17T16:14:16.000+04:00
4050,Julien MORTIER,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T03:33:44.000+04:00,2025-10-17T03:54:15.000+04:00,2025-10-17T05:35:37.000+04:00,2025-10-17T06:59:07.000+04:00,2025-10-17T08:45:01.000+04:00,2025-10-17T09:08:33.000+04:00,2025-10-17T10:37:14.000+04:00,2025-10-17T12:18:01.000+04:00,2025-10-17T14:55:26.000+04:00,2025-10-17T15:36:53.000+04:00,2025-10-17T16:14:22.000+04:00
